entidad,estrato_socioeconomico,tono_de_color_de_piel,cuenta,nom_entidad,abr_estado,estrato_socioeconomico_nom,estratos
17,1,2,2,Morelos,Mor.,Bajo,1) Bajo
21,1,11,1,Puebla,Pue.,Bajo,1) Bajo
22,1,8,60,Querétaro,Qro.,Bajo,1) Bajo
22,1,7,35,Querétaro,Qro.,Bajo,1) Bajo
22,1,6,20,Querétaro,Qro.,Bajo,1) Bajo
22,1,4,5,Querétaro,Qro.,Bajo,1) Bajo
22,1,9,5,Querétaro,Qro.,Bajo,1) Bajo
22,1,10,5,Querétaro,Qro.,Bajo,1) Bajo
22,1,2,2,Querétaro,Qro.,Bajo,1) Bajo
22,1,3,2,Querétaro,Qro.,Bajo,1) Bajo
22,1,11,1,Querétaro,Qro.,Bajo,1) Bajo
23,1,7,38,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,6,18,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,4,17,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,8,16,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,5,8,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,9,6,Quintana Roo,Q. Roo,Bajo,1) Bajo
23,1,3,3,Quintana Roo,Q. Roo,Bajo,1) Bajo
21,1,1,2,Puebla,Pue.,Bajo,1) Bajo
21,1,2,3,Puebla,Pue.,Bajo,1) Bajo
21,1,3,4,Puebla,Pue.,Bajo,1) Bajo
21,1,9,6,Puebla,Pue.,Bajo,1) Bajo
20,1,11,3,Oaxaca,Oax.,Bajo,1) Bajo
20,1,1,1,Oaxaca,Oax.,Bajo,1) Bajo
10,1,4,1,Durango,Dgo.,Bajo,1) Bajo
10,1,2,1,Durango,Dgo.,Bajo,1) Bajo
10,1,1,1,Durango,Dgo.,Bajo,1) Bajo
10,1,5,2,Durango,Dgo.,Bajo,1) Bajo
10,1,11,5,Durango,Dgo.,Bajo,1) Bajo
10,1,9,9,Durango,Dgo.,Bajo,1) Bajo
23,1,2,1,Quintana Roo,Q. Roo,Bajo,1) Bajo
10,1,10,12,Durango,Dgo.,Bajo,1) Bajo
10,1,7,20,Durango,Dgo.,Bajo,1) Bajo
10,1,8,29,Durango,Dgo.,Bajo,1) Bajo
21,1,7,94,Puebla,Pue.,Bajo,1) Bajo
21,1,8,68,Puebla,Pue.,Bajo,1) Bajo
21,1,6,46,Puebla,Pue.,Bajo,1) Bajo
21,1,4,14,Puebla,Pue.,Bajo,1) Bajo
21,1,5,10,Puebla,Pue.,Bajo,1) Bajo
21,1,10,10,Puebla,Pue.,Bajo,1) Bajo
10,1,6,14,Durango,Dgo.,Bajo,1) Bajo
23,1,10,1,Quintana Roo,Q. Roo,Bajo,1) Bajo
8,1,1,1,Chihuahua,Chih.,Bajo,1) Bajo
8,1,2,2,Chihuahua,Chih.,Bajo,1) Bajo
7,1,11,15,Chiapas,Chis.,Bajo,1) Bajo
7,1,4,16,Chiapas,Chis.,Bajo,1) Bajo
7,1,5,24,Chiapas,Chis.,Bajo,1) Bajo
7,1,9,25,Chiapas,Chis.,Bajo,1) Bajo
7,1,6,77,Chiapas,Chis.,Bajo,1) Bajo
7,1,8,140,Chiapas,Chis.,Bajo,1) Bajo
7,1,7,151,Chiapas,Chis.,Bajo,1) Bajo
25,1,7,35,Sinaloa,Sin.,Bajo,1) Bajo
7,1,10,14,Chiapas,Chis.,Bajo,1) Bajo
25,1,8,23,Sinaloa,Sin.,Bajo,1) Bajo
25,1,9,12,Sinaloa,Sin.,Bajo,1) Bajo
25,1,4,5,Sinaloa,Sin.,Bajo,1) Bajo
25,1,11,3,Sinaloa,Sin.,Bajo,1) Bajo
25,1,10,2,Sinaloa,Sin.,Bajo,1) Bajo
25,1,2,1,Sinaloa,Sin.,Bajo,1) Bajo
25,1,3,1,Sinaloa,Sin.,Bajo,1) Bajo
25,1,5,1,Sinaloa,Sin.,Bajo,1) Bajo
26,1,7,27,Sonora,Son.,Bajo,1) Bajo
25,1,6,18,Sinaloa,Sin.,Bajo,1) Bajo
20,1,2,8,Oaxaca,Oax.,Bajo,1) Bajo
7,1,3,5,Chiapas,Chis.,Bajo,1) Bajo
7,1,2,1,Chiapas,Chis.,Bajo,1) Bajo
8,1,11,3,Chihuahua,Chih.,Bajo,1) Bajo
8,1,10,3,Chihuahua,Chih.,Bajo,1) Bajo
8,1,9,3,Chihuahua,Chih.,Bajo,1) Bajo
8,1,6,8,Chihuahua,Chih.,Bajo,1) Bajo
8,1,7,13,Chihuahua,Chih.,Bajo,1) Bajo
8,1,8,15,Chihuahua,Chih.,Bajo,1) Bajo
15,1,8,16,México,Mex.,Bajo,1) Bajo
24,1,7,77,San Luis Potosí,SLP,Bajo,1) Bajo
7,1,1,3,Chiapas,Chis.,Bajo,1) Bajo
24,1,6,61,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,9,18,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,4,17,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,10,12,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,5,7,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,2,5,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,3,5,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,11,3,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,1,1,San Luis Potosí,SLP,Bajo,1) Bajo
24,1,8,57,San Luis Potosí,SLP,Bajo,1) Bajo
20,1,3,12,Oaxaca,Oax.,Bajo,1) Bajo
20,1,9,17,Oaxaca,Oax.,Bajo,1) Bajo
20,1,10,18,Oaxaca,Oax.,Bajo,1) Bajo
16,1,9,3,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
16,1,11,1,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
17,1,7,35,Morelos,Mor.,Bajo,1) Bajo
13,1,1,2,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,11,3,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,3,3,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,5,9,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,10,10,Hidalgo,Hgo.,Bajo,1) Bajo
16,1,3,4,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
13,1,9,10,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,6,32,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,8,64,Hidalgo,Hgo.,Bajo,1) Bajo
13,1,7,65,Hidalgo,Hgo.,Bajo,1) Bajo
17,1,6,23,Morelos,Mor.,Bajo,1) Bajo
17,1,8,22,Morelos,Mor.,Bajo,1) Bajo
17,1,5,9,Morelos,Mor.,Bajo,1) Bajo
17,1,4,8,Morelos,Mor.,Bajo,1) Bajo
17,1,3,3,Morelos,Mor.,Bajo,1) Bajo
13,1,4,13,Hidalgo,Hgo.,Bajo,1) Bajo
17,1,10,2,Morelos,Mor.,Bajo,1) Bajo
16,1,2,4,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
16,1,10,6,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
15,1,6,5,México,Mex.,Bajo,1) Bajo
15,1,4,3,México,Mex.,Bajo,1) Bajo
15,1,9,3,México,Mex.,Bajo,1) Bajo
15,1,11,3,México,Mex.,Bajo,1) Bajo
15,1,3,2,México,Mex.,Bajo,1) Bajo
15,1,5,2,México,Mex.,Bajo,1) Bajo
15,1,10,2,México,Mex.,Bajo,1) Bajo
14,1,6,1,Jalisco,Jal.,Bajo,1) Bajo
16,1,4,5,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
14,1,5,1,Jalisco,Jal.,Bajo,1) Bajo
14,1,3,1,Jalisco,Jal.,Bajo,1) Bajo
14,1,10,3,Jalisco,Jal.,Bajo,1) Bajo
14,1,7,8,Jalisco,Jal.,Bajo,1) Bajo
14,1,8,12,Jalisco,Jal.,Bajo,1) Bajo
16,1,8,64,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
16,1,7,37,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
16,1,6,13,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
16,1,5,7,Michoacán de Ocampo,Mich.,Bajo,1) Bajo
14,1,4,1,Jalisco,Jal.,Bajo,1) Bajo
26,1,8,24,Sonora,Son.,Bajo,1) Bajo
18,1,7,35,Nayarit,Nay.,Bajo,1) Bajo
18,1,8,13,Nayarit,Nay.,Bajo,1) Bajo
19,1,11,2,Nuevo León,NL,Bajo,1) Bajo
19,1,2,1,Nuevo León,NL,Bajo,1) Bajo
19,1,9,1,Nuevo León,NL,Bajo,1) Bajo
11,1,3,1,Guanajuato,Gto.,Bajo,1) Bajo
11,1,2,1,Guanajuato,Gto.,Bajo,1) Bajo
11,1,11,2,Guanajuato,Gto.,Bajo,1) Bajo
11,1,4,4,Guanajuato,Gto.,Bajo,1) Bajo
11,1,9,7,Guanajuato,Gto.,Bajo,1) Bajo
19,1,6,3,Nuevo León,NL,Bajo,1) Bajo
11,1,10,8,Guanajuato,Gto.,Bajo,1) Bajo
11,1,6,25,Guanajuato,Gto.,Bajo,1) Bajo
11,1,8,32,Guanajuato,Gto.,Bajo,1) Bajo
11,1,7,36,Guanajuato,Gto.,Bajo,1) Bajo
20,1,7,135,Oaxaca,Oax.,Bajo,1) Bajo
20,1,6,94,Oaxaca,Oax.,Bajo,1) Bajo
20,1,8,77,Oaxaca,Oax.,Bajo,1) Bajo
20,1,4,34,Oaxaca,Oax.,Bajo,1) Bajo
20,1,5,18,Oaxaca,Oax.,Bajo,1) Bajo
11,1,5,11,Guanajuato,Gto.,Bajo,1) Bajo
18,1,6,20,Nayarit,Nay.,Bajo,1) Bajo
19,1,7,6,Nuevo León,NL,Bajo,1) Bajo
18,1,4,1,Nayarit,Nay.,Bajo,1) Bajo
12,1,1,4,Guerrero,Gro.,Bajo,1) Bajo
12,1,11,9,Guerrero,Gro.,Bajo,1) Bajo
12,1,9,9,Guerrero,Gro.,Bajo,1) Bajo
12,1,2,9,Guerrero,Gro.,Bajo,1) Bajo
12,1,3,11,Guerrero,Gro.,Bajo,1) Bajo
12,1,10,13,Guerrero,Gro.,Bajo,1) Bajo
12,1,5,22,Guerrero,Gro.,Bajo,1) Bajo
12,1,4,36,Guerrero,Gro.,Bajo,1) Bajo
19,1,8,8,Nuevo León,NL,Bajo,1) Bajo
12,1,6,81,Guerrero,Gro.,Bajo,1) Bajo
12,1,7,147,Guerrero,Gro.,Bajo,1) Bajo
18,1,5,5,Nayarit,Nay.,Bajo,1) Bajo
18,1,11,4,Nayarit,Nay.,Bajo,1) Bajo
18,1,1,2,Nayarit,Nay.,Bajo,1) Bajo
18,1,9,2,Nayarit,Nay.,Bajo,1) Bajo
18,1,10,2,Nayarit,Nay.,Bajo,1) Bajo
18,1,2,1,Nayarit,Nay.,Bajo,1) Bajo
18,1,3,1,Nayarit,Nay.,Bajo,1) Bajo
12,1,8,99,Guerrero,Gro.,Bajo,1) Bajo
26,1,6,14,Sonora,Son.,Bajo,1) Bajo
15,1,7,24,México,Mex.,Bajo,1) Bajo
6,1,11,1,Colima,Col.,Bajo,1) Bajo
30,1,2,4,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,10,5,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,5,5,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,11,6,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,3,9,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,9,10,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,4,15,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,8,66,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,7,72,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
30,1,6,75,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
29,1,4,1,Tlaxcala,Tlax.,Bajo,1) Bajo
29,1,7,4,Tlaxcala,Tlax.,Bajo,1) Bajo
26,1,9,6,Sonora,Son.,Bajo,1) Bajo
29,1,6,6,Tlaxcala,Tlax.,Bajo,1) Bajo
4,1,7,89,Campeche,Camp.,Bajo,1) Bajo
4,1,6,66,Campeche,Camp.,Bajo,1) Bajo
4,1,8,66,Campeche,Camp.,Bajo,1) Bajo
28,1,6,11,Tamaulipas,Tamps.,Bajo,1) Bajo
28,1,10,7,Tamaulipas,Tamps.,Bajo,1) Bajo
28,1,9,6,Tamaulipas,Tamps.,Bajo,1) Bajo
28,1,5,5,Tamaulipas,Tamps.,Bajo,1) Bajo
28,1,3,3,Tamaulipas,Tamps.,Bajo,1) Bajo
28,1,4,3,Tamaulipas,Tamps.,Bajo,1) Bajo
3,1,11,1,Baja California Sur,BCS,Bajo,1) Bajo
28,1,1,1,Tamaulipas,Tamps.,Bajo,1) Bajo
4,1,11,8,Campeche,Camp.,Bajo,1) Bajo
4,1,3,10,Campeche,Camp.,Bajo,1) Bajo
4,1,5,12,Campeche,Camp.,Bajo,1) Bajo
4,1,9,18,Campeche,Camp.,Bajo,1) Bajo
4,1,10,19,Campeche,Camp.,Bajo,1) Bajo
4,1,4,19,Campeche,Camp.,Bajo,1) Bajo
4,1,2,1,Campeche,Camp.,Bajo,1) Bajo
28,1,8,21,Tamaulipas,Tamps.,Bajo,1) Bajo
3,1,4,1,Baja California Sur,BCS,Bajo,1) Bajo
3,1,1,1,Baja California Sur,BCS,Bajo,1) Bajo
32,1,3,1,Zacatecas,Zac.,Bajo,1) Bajo
32,1,2,1,Zacatecas,Zac.,Bajo,1) Bajo
32,1,4,2,Zacatecas,Zac.,Bajo,1) Bajo
32,1,11,4,Zacatecas,Zac.,Bajo,1) Bajo
32,1,10,4,Zacatecas,Zac.,Bajo,1) Bajo
32,1,9,4,Zacatecas,Zac.,Bajo,1) Bajo
32,1,5,4,Zacatecas,Zac.,Bajo,1) Bajo
32,1,6,15,Zacatecas,Zac.,Bajo,1) Bajo
32,1,7,34,Zacatecas,Zac.,Bajo,1) Bajo
32,1,8,43,Zacatecas,Zac.,Bajo,1) Bajo
2,1,8,5,Baja California,BC,Bajo,1) Bajo
2,1,9,5,Baja California,BC,Bajo,1) Bajo
2,1,6,3,Baja California,BC,Bajo,1) Bajo
2,1,10,1,Baja California,BC,Bajo,1) Bajo
2,1,11,1,Baja California,BC,Bajo,1) Bajo
31,1,11,4,Yucatán,Yuc.,Bajo,1) Bajo
31,1,3,5,Yucatán,Yuc.,Bajo,1) Bajo
3,1,2,2,Baja California Sur,BCS,Bajo,1) Bajo
3,1,9,5,Baja California Sur,BCS,Bajo,1) Bajo
3,1,5,5,Baja California Sur,BCS,Bajo,1) Bajo
3,1,6,19,Baja California Sur,BCS,Bajo,1) Bajo
3,1,7,25,Baja California Sur,BCS,Bajo,1) Bajo
3,1,8,31,Baja California Sur,BCS,Bajo,1) Bajo
3,1,3,1,Baja California Sur,BCS,Bajo,1) Bajo
30,1,1,3,Veracruz de Ignacio de la Llave,Ver.,Bajo,1) Bajo
31,1,7,86,Yucatán,Yuc.,Bajo,1) Bajo
31,1,6,44,Yucatán,Yuc.,Bajo,1) Bajo
31,1,4,16,Yucatán,Yuc.,Bajo,1) Bajo
31,1,10,10,Yucatán,Yuc.,Bajo,1) Bajo
31,1,5,8,Yucatán,Yuc.,Bajo,1) Bajo
31,1,9,7,Yucatán,Yuc.,Bajo,1) Bajo
31,1,8,98,Yucatán,Yuc.,Bajo,1) Bajo
28,1,7,27,Tamaulipas,Tamps.,Bajo,1) Bajo
29,1,8,5,Tlaxcala,Tlax.,Bajo,1) Bajo
27,1,4,5,Tabasco,Tab.,Bajo,1) Bajo
5,1,6,2,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
5,1,5,2,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
5,1,3,2,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
5,1,4,4,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
5,1,8,11,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
5,1,7,12,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
27,1,6,54,Tabasco,Tab.,Bajo,1) Bajo
6,1,9,1,Colima,Col.,Bajo,1) Bajo
27,1,8,78,Tabasco,Tab.,Bajo,1) Bajo
27,1,7,92,Tabasco,Tab.,Bajo,1) Bajo
26,1,5,1,Sonora,Son.,Bajo,1) Bajo
27,1,10,8,Tabasco,Tab.,Bajo,1) Bajo
5,1,2,1,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
26,1,11,1,Sonora,Son.,Bajo,1) Bajo
27,1,5,6,Tabasco,Tab.,Bajo,1) Bajo
27,1,3,5,Tabasco,Tab.,Bajo,1) Bajo
6,1,8,5,Colima,Col.,Bajo,1) Bajo
6,1,5,2,Colima,Col.,Bajo,1) Bajo
6,1,6,2,Colima,Col.,Bajo,1) Bajo
5,1,9,1,Coahuila de Zaragoza,Coah.,Bajo,1) Bajo
27,1,11,2,Tabasco,Tab.,Bajo,1) Bajo
26,1,4,5,Sonora,Son.,Bajo,1) Bajo
6,1,7,1,Colima,Col.,Bajo,1) Bajo
26,1,10,2,Sonora,Son.,Bajo,1) Bajo
26,1,3,1,Sonora,Son.,Bajo,1) Bajo
27,1,9,6,Tabasco,Tab.,Bajo,1) Bajo
6,1,4,1,Colima,Col.,Bajo,1) Bajo
17,2,8,179,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,7,193,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,10,7,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,6,93,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,4,28,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,5,17,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,9,14,Morelos,Mor.,Medio Bajo,2) Medio Bajo
17,2,3,6,Morelos,Mor.,Medio Bajo,2) Medio Bajo
30,2,1,2,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
17,2,1,1,Morelos,Mor.,Medio Bajo,2) Medio Bajo
18,2,7,151,Nayarit,Nay.,Medio Bajo,2) Medio Bajo
18,2,8,212,Nayarit,Nay.,Medio Bajo,2) Medio Bajo
26,2,4,3,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,3,3,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,2,3,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,11,10,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,9,16,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,10,17,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,6,19,Sonora,Son.,Medio Bajo,2) Medio Bajo
26,2,7,86,Sonora,Son.,Medio Bajo,2) Medio Bajo
30,2,7,144,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
17,2,2,5,Morelos,Mor.,Medio Bajo,2) Medio Bajo
30,2,8,136,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,4,16,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,10,13,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,9,12,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,11,8,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,3,7,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,5,7,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
30,2,2,5,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
31,2,8,132,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
26,2,8,150,Sonora,Son.,Medio Bajo,2) Medio Bajo
24,2,2,2,San Luis Potosí,SLP,Medio Bajo,2) Medio Bajo
24,2,11,1,San Luis Potosí,SLP,Medio Bajo,2) Medio Bajo
30,2,6,60,Veracruz de Ignacio de la Llave,Ver.,Medio Bajo,2) Medio Bajo
31,2,7,112,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
23,2,6,102,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
31,2,4,18,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
25,2,1,1,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
32,2,8,200,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,7,166,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,6,55,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
15,2,2,1,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,3,4,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,4,6,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,11,8,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,5,13,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,10,26,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,9,29,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,6,65,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,7,165,México,Mex.,Medio Bajo,2) Medio Bajo
15,2,8,234,México,Mex.,Medio Bajo,2) Medio Bajo
32,2,9,22,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,10,22,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,4,15,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,11,13,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,3,7,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,5,7,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
32,2,2,1,Zacatecas,Zac.,Medio Bajo,2) Medio Bajo
25,2,2,4,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,4,8,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,11,9,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,5,10,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
31,2,9,14,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
31,2,10,11,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
18,2,6,60,Nayarit,Nay.,Medio Bajo,2) Medio Bajo
25,2,8,155,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
16,2,2,2,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,3,6,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,5,10,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,4,13,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,11,18,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,9,19,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
31,2,6,44,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
16,2,10,36,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,7,159,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
16,2,8,202,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
31,2,5,7,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
31,2,11,6,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
31,2,3,2,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
31,2,2,1,Yucatán,Yuc.,Medio Bajo,2) Medio Bajo
25,2,7,134,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,6,68,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,10,26,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
25,2,9,24,Sinaloa,Sin.,Medio Bajo,2) Medio Bajo
16,2,6,56,Michoacán de Ocampo,Mich.,Medio Bajo,2) Medio Bajo
18,2,11,19,Nayarit,Nay.,Medio Bajo,2) Medio Bajo
24,2,5,5,San Luis Potosí,SLP,Medio Bajo,2) Medio Bajo
18,2,5,14,Nayarit,Nay.,Medio Bajo,2) Medio Bajo
21,2,11,2,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,3,4,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,9,7,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,4,14,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,10,16,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,5,20,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,6,57,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,7,135,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,8,140,Puebla,Pue.,Medio Bajo,2) Medio Bajo
21,2,2,1,Puebla,Pue.,Medio Bajo,2) Medio Bajo
28,2,7,125,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,4,23,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,10,21,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,5,17,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,9,15,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,3,9,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
23,2,10,13,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
23,2,11,7,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
23,2,1,1,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
27,2,6,82,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
28,2,6,55,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
28,2,8,131,Tamaulipas,Tamps.,Medio Bajo,2) Medio Bajo
23,2,3,13,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
23,2,9,20,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
23,2,8,116,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
23,2,7,189,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
27,2,10,26,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,9,20,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,5,10,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,11,7,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,4,5,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,2,2,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,1,1,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
27,2,3,1,Tabasco,Tab.,Medio Bajo,2) Medio Bajo
23,2,5,32,Quintana Roo,Q. Roo,Medio Bajo,2) Medio Bajo
22,2,3,2,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,2,2,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,11,7,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,5,9,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,4,11,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,9,15,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,10,21,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,6,42,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,7,128,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
22,2,8,144,Querétaro,Qro.,Medio Bajo,2) Medio Bajo
