Date,Year,Type,Region,SeasonallyAdjusted_AveragePrice,AveragePrice,Total Volume,Small Hass,Large Hass,XL Hass,Small Bags,Large Bags,XLarge Bags,Total Bags
2015-12-27,2015,conventional,Boston,1.13,1.13,450816.39,3886.27,346964.7,13952.56,85913.6,99.26,0.0,86012.86
2015-12-20,2015,conventional,Boston,1.07,1.07,489802.88,4912.37,390100.99,5887.72,88768.47,133.33,0.0,88901.8
2015-12-13,2015,conventional,Boston,1.01,1.01,549945.76,4641.02,455362.38,219.4,89523.38,199.58,0.0,89722.96
2015-12-06,2015,conventional,Boston,1.02,1.02,488679.31,5126.32,407520.22,142.99,75666.22,223.56,0.0,75889.78
2015-12-27,2015,conventional,BuffaloRochester,1.36,1.35,96233.08,1367.81,39542.83,85.76,55236.68,0.0,0.0,55236.68
2015-12-20,2015,conventional,BuffaloRochester,1.38,1.37,90867.51,1164.92,38430.71,106.67,51165.21,0.0,0.0,51165.21
2015-12-13,2015,conventional,BuffaloRochester,1.36,1.35,98473.23,1421.12,40783.22,66.45,56202.44,0.0,0.0,56202.44
2015-12-06,2015,conventional,BuffaloRochester,1.24,1.23,108457.82,1737.71,58197.34,167.12,48355.65,0.0,0.0,48355.65
2015-12-27,2015,conventional,California,0.9,0.9,5040365.47,1833946.59,1760956.02,232755.85,1090140.07,110737.35,11829.59,1212707.01
2015-12-20,2015,conventional,California,0.94,0.94,4695737.21,1676601.43,1543280.76,266689.82,1061703.58,136747.1,10714.52,1209165.2
2015-12-13,2015,conventional,California,0.87,0.87,5259354.3,1806690.08,1627240.76,232985.13,1404012.0,180150.37,8275.96,1592438.33
2015-12-06,2015,conventional,California,0.78,0.78,5775536.27,1943065.5,2100246.17,221957.26,1376640.91,126664.37,6962.06,1510267.34
2015-12-27,2015,conventional,Charlotte,0.96,0.96,156698.24,33070.27,62956.24,23041.69,35130.42,2499.62,0.0,37630.04
2015-12-20,2015,conventional,Charlotte,0.98,0.98,139917.89,29500.04,55520.58,19842.51,33273.25,1781.51,0.0,35054.76
2015-12-13,2015,conventional,Charlotte,0.95,0.95,157146.19,31727.46,62544.19,23842.95,35793.08,3238.51,0.0,39031.59
2015-12-06,2015,conventional,Charlotte,0.99,0.99,156114.08,34117.36,63074.74,28482.72,28181.92,2257.34,0.0,30439.26
2015-12-27,2015,conventional,Chicago,0.93,0.93,661137.13,42799.0,445218.79,78378.25,83066.75,1617.67,10056.67,94741.09
2015-12-20,2015,conventional,Chicago,0.91,0.91,690669.34,35724.99,464574.15,96306.3,76241.25,9592.65,8230.0,94063.9
2015-12-13,2015,conventional,Chicago,1.07,1.07,668601.5,40380.09,451470.42,94162.53,76829.42,5693.75,65.29,82588.46
2015-12-06,2015,conventional,Chicago,1.15,1.14,664020.49,53173.18,455048.11,92888.37,62473.12,420.95,16.76,62910.83
2015-12-27,2015,conventional,CincinnatiDayton,0.87,0.87,162993.77,2633.37,100444.22,9546.88,14050.64,30968.06,5350.6,50369.3
2015-12-20,2015,conventional,CincinnatiDayton,0.85,0.85,175425.57,2732.05,108930.75,7517.01,12118.45,39679.66,4447.65,56245.76
2015-12-13,2015,conventional,CincinnatiDayton,0.79,0.79,207386.27,3802.6,123544.78,4574.03,15835.2,58783.54,846.12,75464.86
2015-12-06,2015,conventional,CincinnatiDayton,0.83,0.83,207513.04,2914.81,129978.67,15475.56,13539.21,42885.85,2718.94,59144.0
2015-12-27,2015,conventional,Columbus,0.99,0.99,107565.04,41808.54,27120.67,15564.05,15032.43,3874.64,4164.71,23071.78
2015-12-20,2015,conventional,Columbus,1.03,1.03,117393.22,57557.75,23198.49,16370.5,11760.83,4248.29,4257.36,20266.48
2015-12-13,2015,conventional,Columbus,1.03,1.03,124617.07,69742.59,21750.83,12957.84,14642.3,4307.42,1216.09,20165.81
2015-12-06,2015,conventional,Columbus,0.99,0.99,137195.59,60376.23,33565.14,24435.11,12451.6,3866.86,2500.65,18819.11
2015-12-27,2015,conventional,DallasFtWorth,0.8,0.8,1020390.64,494425.64,276556.76,84912.97,136560.04,12277.7,15657.53,164495.27
2015-12-20,2015,conventional,DallasFtWorth,0.82,0.82,928051.16,439792.68,257532.45,91158.34,103511.91,10331.25,25724.53,139567.69
2015-12-13,2015,conventional,DallasFtWorth,0.79,0.79,980891.18,476178.99,319789.56,62436.8,114978.22,7472.99,34.62,122485.83
2015-12-06,2015,conventional,DallasFtWorth,0.74,0.74,1054849.97,514160.41,412692.22,8533.47,108772.12,10525.27,166.48,119463.87
2015-12-27,2015,conventional,Denver,0.98,0.98,625475.1,93034.2,246747.13,19103.69,38620.02,227884.21,85.85,266590.08
2015-12-20,2015,conventional,Denver,1.05,1.05,528944.54,113403.55,188263.2,24477.83,34993.02,167806.94,0.0,202799.96
2015-12-13,2015,conventional,Denver,0.83,0.83,741702.5,96222.34,321764.32,29349.34,34244.4,260040.92,81.18,294366.5
2015-12-06,2015,conventional,Denver,0.76,0.76,838225.19,111259.34,378124.28,8807.96,35086.04,304844.07,103.5,340033.61
2015-12-27,2015,conventional,Detroit,1.08,1.08,255499.7,83097.26,50545.78,59789.18,48936.21,762.35,12368.92,62067.48
2015-12-20,2015,conventional,Detroit,1.1,1.1,250436.24,110507.5,42663.06,45459.85,40496.17,2931.68,8377.98,51805.83
2015-12-13,2015,conventional,Detroit,1.05,1.05,275587.85,132206.07,38088.87,47788.47,48318.35,2843.43,6342.66,57504.44
2015-12-06,2015,conventional,Detroit,0.98,0.98,339797.19,92957.56,78805.63,113791.21,30612.06,885.86,22744.87,54242.79
2015-12-27,2015,conventional,GrandRapids,1.13,1.13,147713.85,2992.62,101109.84,5754.75,30738.09,2919.24,4199.31,37856.64
2015-12-20,2015,conventional,GrandRapids,1.13,1.13,126262.26,2630.11,85259.91,3211.51,30547.62,2288.36,2324.75,35160.73
2015-12-13,2015,conventional,GrandRapids,1.25,1.24,117645.69,3809.88,69582.68,3264.07,38257.02,2231.37,500.67,40989.06
2015-12-06,2015,conventional,GrandRapids,0.93,0.93,217174.66,4026.57,165454.45,15635.86,26570.4,1560.59,3926.79,32057.78
2015-12-27,2015,conventional,GreatLakes,1.01,1.01,2580602.96,336673.7,1411808.83,254629.93,400003.8,98401.09,79085.61,577490.5
2015-12-20,2015,conventional,GreatLakes,1.01,1.01,2504745.45,383701.76,1337404.03,241580.61,358218.65,122999.48,60840.92,542059.05
2015-12-13,2015,conventional,GreatLakes,1.03,1.03,2608448.06,463349.67,1342449.84,228576.54,409909.7,148004.93,16157.38,574072.01
2015-12-06,2015,conventional,GreatLakes,1.0,1.0,2981347.2,401676.14,1680591.43,398320.64,325850.0,124306.44,50602.55,500758.99
2015-12-27,2015,conventional,HarrisburgScranton,1.17,1.16,173645.55,22694.58,98629.2,149.11,51396.6,776.06,0.0,52172.66
2015-12-20,2015,conventional,HarrisburgScranton,1.11,1.11,180186.23,24111.34,100758.01,158.29,53929.04,1229.55,0.0,55158.59
2015-12-13,2015,conventional,HarrisburgScranton,1.15,1.14,187058.65,27053.78,107144.99,229.97,51752.86,877.05,0.0,52629.91
2015-12-06,2015,conventional,HarrisburgScranton,1.1,1.1,171195.76,25260.16,99013.86,118.19,46345.26,458.29,0.0,46803.55
2015-12-27,2015,conventional,HartfordSpringfield,1.28,1.27,243556.57,4427.27,194438.24,169.66,43577.26,944.14,0.0,44521.4
2015-12-20,2015,conventional,HartfordSpringfield,1.19,1.18,264155.74,4806.75,212205.34,184.96,45981.69,977.0,0.0,46958.69
2015-12-13,2015,conventional,HartfordSpringfield,1.25,1.24,238558.16,4439.86,186550.43,332.83,46493.47,741.57,0.0,47235.04
2015-12-06,2015,conventional,HartfordSpringfield,1.2,1.19,239945.42,4269.91,199395.25,192.36,35448.13,639.77,0.0,36087.9
2015-12-27,2015,conventional,Houston,0.78,0.78,944506.54,389773.22,288003.62,126150.81,73711.94,36493.62,30373.33,140578.89
2015-12-20,2015,conventional,Houston,0.75,0.75,922355.67,382444.22,278067.11,127372.19,72198.16,31520.66,30753.33,134472.15
2015-12-13,2015,conventional,Houston,0.73,0.73,998752.95,412187.8,386865.21,81450.04,69011.01,48622.22,616.67,118249.9
2015-12-06,2015,conventional,Houston,0.74,0.74,989676.85,368528.91,490805.0,7041.19,61020.31,62281.44,0.0,123301.75
2015-12-27,2015,conventional,Indianapolis,1.04,1.04,123096.09,4647.28,69384.73,11206.4,20644.64,11524.06,5688.98,37857.68
2015-12-20,2015,conventional,Indianapolis,1.1,1.1,116353.68,3702.2,67983.94,9327.71,18144.63,12133.67,5061.53,35339.83
2015-12-13,2015,conventional,Indianapolis,1.03,1.03,125342.89,4904.51,69984.32,11398.44,21259.82,15580.08,2215.72,39055.62
2015-12-06,2015,conventional,Indianapolis,0.92,0.92,145740.44,4067.0,89452.99,13570.12,19365.92,17733.68,1550.73,38650.33
2015-12-27,2015,conventional,Jacksonville,0.99,0.99,132982.84,91470.46,7688.79,514.7,15300.85,18008.04,0.0,33308.89
2015-12-20,2015,conventional,Jacksonville,1.2,1.19,95935.66,63053.15,6544.15,241.09,16151.43,9940.6,5.24,26097.27
2015-12-13,2015,conventional,Jacksonville,0.96,0.96,140036.16,100533.31,8913.72,199.12,11312.69,19064.31,13.01,30390.01
2015-12-06,2015,conventional,Jacksonville,1.2,1.19,93337.13,65041.02,7716.82,703.2,8770.31,11105.78,0.0,19876.09
2015-12-27,2015,conventional,LasVegas,0.83,0.83,292707.14,135799.94,93317.46,4977.64,34675.97,23936.13,0.0,58612.1
2015-12-20,2015,conventional,LasVegas,0.96,0.96,232294.71,96355.05,77086.11,4749.61,34992.96,19110.98,0.0,54103.94
2015-12-13,2015,conventional,LasVegas,0.95,0.95,216119.35,101042.61,68490.51,4942.71,33834.13,7809.39,0.0,41643.52
2015-12-06,2015,conventional,LasVegas,0.89,0.89,244024.83,94777.64,107758.8,10794.34,30201.26,492.79,0.0,30694.05
2015-12-27,2015,conventional,LosAngeles,0.8,0.8,2326942.14,976982.58,455203.42,86202.11,722787.61,74359.03,11407.39,808554.03
2015-12-20,2015,conventional,LosAngeles,0.85,0.85,2149872.45,870581.1,396515.66,96111.9,681332.22,94921.87,10409.7,786663.79
2015-12-13,2015,conventional,LosAngeles,0.74,0.74,2690296.07,1072331.45,456120.56,67975.05,962784.81,123270.26,7813.94,1093869.01
2015-12-06,2015,conventional,LosAngeles,0.66,0.66,3048290.53,1204232.39,682692.02,64728.33,997845.83,92324.72,6467.24,1096637.79
2015-12-27,2015,conventional,Louisville,1.04,1.04,61654.94,1377.63,37760.21,3204.01,11289.8,7288.66,734.63,19313.09
2015-12-20,2015,conventional,Louisville,1.05,1.05,56443.43,1703.96,30942.26,2554.61,11290.59,9360.13,591.88,21242.6
2015-12-13,2015,conventional,Louisville,0.91,0.91,76543.82,1830.69,47375.43,1613.63,11718.37,13677.35,328.35,25724.07
2015-12-06,2015,conventional,Louisville,0.83,0.83,103277.35,2186.88,65644.34,4604.01,10619.03,19216.17,1006.92,30842.12
2015-12-27,2015,conventional,MiamiFtLauderdale,0.99,0.99,545064.74,387953.32,44652.25,54.44,53606.13,58798.6,0.0,112404.73
2015-12-20,2015,conventional,MiamiFtLauderdale,1.22,1.21,350533.71,238269.18,32386.55,92.33,50138.45,29624.11,23.09,79785.65
2015-12-13,2015,conventional,MiamiFtLauderdale,0.97,0.97,529317.46,387065.94,49363.2,85.47,38463.54,54339.31,0.0,92802.85
2015-12-06,2015,conventional,MiamiFtLauderdale,1.26,1.25,340513.61,247061.97,34861.19,83.27,25297.27,33209.91,0.0,58507.18
2015-12-27,2015,conventional,Midsouth,1.05,1.05,2065131.33,435246.31,1022861.71,103811.97,464119.16,35717.26,3374.92,503211.34
2015-12-20,2015,conventional,Midsouth,1.05,1.05,2044020.93,446433.13,1024405.09,96387.48,434534.42,38523.1,3737.71,476795.23
2015-12-13,2015,conventional,Midsouth,1.03,1.03,2193142.82,515063.58,1060753.67,113979.43,445274.87,57239.73,831.54,503346.14
2015-12-06,2015,conventional,Midsouth,1.0,1.0,2233138.01,507201.58,1154808.22,133316.89,377999.41,57793.89,2018.02,437811.32
2015-12-27,2015,conventional,Nashville,0.96,0.96,123669.89,79508.7,8706.29,4748.08,23563.06,7140.43,3.33,30706.82
2015-12-20,2015,conventional,Nashville,0.99,0.99,127373.56,87309.07,7415.81,4356.81,23562.1,4722.17,7.6,28291.87
2015-12-13,2015,conventional,Nashville,0.91,0.91,153425.94,103097.4,11175.45,6145.91,23065.69,9806.94,134.55,33007.18
2015-12-06,2015,conventional,Nashville,1.0,1.0,130989.23,88033.66,9655.78,5447.67,22956.94,4797.18,98.0,27852.12
2015-12-27,2015,conventional,NewOrleansMobile,0.91,0.91,187664.29,105570.93,18655.62,284.7,53908.72,9224.82,19.5,63153.04
2015-12-20,2015,conventional,NewOrleansMobile,0.92,0.92,191937.02,110266.94,18630.27,255.72,57100.55,5619.06,64.48,62784.09
2015-12-13,2015,conventional,NewOrleansMobile,0.86,0.86,204217.2,119689.49,31214.29,437.88,44564.8,8310.74,0.0,52875.54
2015-12-06,2015,conventional,NewOrleansMobile,0.94,0.94,185395.2,117854.69,21553.04,325.0,41822.8,3839.67,0.0,45662.47
2015-12-27,2015,conventional,NewYork,1.18,1.17,1129876.05,13711.19,872603.6,894.58,208470.99,34191.25,4.44,242666.68
2015-12-20,2015,conventional,NewYork,1.24,1.23,1139347.98,13998.35,867406.68,803.83,212615.2,44523.92,0.0,257139.12
2015-12-13,2015,conventional,NewYork,1.12,1.12,1254805.29,15990.38,975504.52,1657.92,222446.62,39205.85,0.0,261652.47
2015-12-06,2015,conventional,NewYork,1.21,1.2,1068971.54,15730.1,887708.08,892.62,136643.23,27997.51,0.0,164640.74
2015-12-27,2015,conventional,Northeast,1.21,1.2,3156360.2,69920.54,2313155.65,35858.35,690116.94,46305.06,1003.66,737425.66
2015-12-20,2015,conventional,Northeast,1.21,1.2,3190120.04,72576.52,2330694.41,14909.65,709816.2,60823.26,1300.0,771939.46
2015-12-13,2015,conventional,Northeast,1.09,1.09,3696551.52,81055.1,2852333.86,4716.39,706707.82,51734.84,3.51,758446.17
2015-12-06,2015,conventional,Northeast,1.15,1.14,3218494.55,85444.57,2541186.76,3341.42,547611.8,40901.19,8.81,588521.8
2015-12-27,2015,conventional,NorthernNewEngland,1.22,1.21,304598.42,2601.32,250270.9,12123.24,39602.96,0.0,0.0,39602.96
2015-12-20,2015,conventional,NorthernNewEngland,1.18,1.17,284808.22,2616.13,232459.75,3820.83,45911.51,0.0,0.0,45911.51
2015-12-13,2015,conventional,NorthernNewEngland,0.95,0.95,407482.83,2970.12,369076.25,116.84,35319.62,0.0,0.0,35319.62
2015-12-06,2015,conventional,NorthernNewEngland,1.11,1.11,303058.29,3320.11,261503.41,94.18,38140.59,0.0,0.0,38140.59
2015-12-27,2015,conventional,Orlando,0.99,0.99,305773.54,211102.9,20765.29,124.04,40641.55,33139.76,0.0,73781.31
2015-12-20,2015,conventional,Orlando,1.22,1.21,200074.81,131152.6,15794.56,122.07,36258.03,16747.55,0.0,53005.58
2015-12-13,2015,conventional,Orlando,0.96,0.96,310101.52,217679.37,24260.86,168.63,31407.15,36585.51,0.0,67992.66
2015-12-06,2015,conventional,Orlando,1.21,1.2,199063.82,135222.96,21555.66,121.93,24098.62,18064.65,0.0,42163.27
2015-12-27,2015,conventional,Philadelphia,1.26,1.25,308546.88,9778.07,208945.03,530.89,82776.35,6513.36,3.18,89292.89
2015-12-20,2015,conventional,Philadelphia,1.34,1.33,306843.13,9646.13,198361.8,532.68,88587.5,9715.02,0.0,98302.52
2015-12-13,2015,conventional,Philadelphia,1.19,1.18,352369.17,12500.24,244536.03,683.27,87738.34,6908.05,3.24,94649.63
2015-12-06,2015,conventional,Philadelphia,1.19,1.18,346896.0,16536.57,254808.6,540.52,67405.8,7596.24,8.27,75010.31
2015-12-27,2015,conventional,PhoenixTucson,0.49,0.49,1137707.43,738314.8,286858.37,11642.46,70749.02,30142.78,0.0,100891.8
2015-12-20,2015,conventional,PhoenixTucson,0.53,0.53,1097224.25,785254.94,204147.3,10346.68,72169.92,25305.41,0.0,97475.33
2015-12-13,2015,conventional,PhoenixTucson,0.66,0.66,907470.09,546182.56,241774.69,9429.99,92028.11,18054.74,0.0,110082.85
2015-12-06,2015,conventional,PhoenixTucson,0.56,0.56,1105500.34,760680.02,271207.14,13354.8,60255.64,2.74,0.0,60258.38
2015-12-27,2015,conventional,Pittsburgh,1.26,1.25,73109.9,1241.48,45856.11,951.32,17512.17,7392.15,156.67,25060.99
2015-12-20,2015,conventional,Pittsburgh,1.23,1.22,68972.79,1176.24,40726.41,1003.63,17094.03,8749.15,223.33,26066.51
2015-12-13,2015,conventional,Pittsburgh,1.2,1.19,65332.74,1219.9,38684.45,959.83,15525.47,8943.09,0.0,24468.56
2015-12-06,2015,conventional,Pittsburgh,1.22,1.21,61870.23,1712.54,41481.83,1081.56,8739.98,8854.32,0.0,17594.3
2015-12-27,2015,conventional,Plains,1.1,1.1,1306923.23,571602.6,404837.9,25188.57,279127.08,24838.63,1328.45,305294.16
2015-12-20,2015,conventional,Plains,1.13,1.13,1139861.64,497437.17,341262.17,27253.71,255725.09,16936.24,1247.26,273908.59
2015-12-13,2015,conventional,Plains,1.02,1.02,1472501.13,695419.91,463238.46,17927.73,266174.79,28516.98,1223.26,295915.03
2015-12-06,2015,conventional,Plains,1.08,1.08,1245289.61,579077.46,394656.96,13005.11,243961.62,13539.44,1049.02,258550.08
2015-12-27,2015,conventional,Portland,1.01,1.01,417190.47,87748.64,131201.91,16182.87,181763.3,44.65,249.1,182057.05
2015-12-20,2015,conventional,Portland,0.98,0.98,416298.84,82416.56,134956.77,13276.06,185479.46,29.77,140.22,185649.45
2015-12-13,2015,conventional,Portland,0.93,0.93,429103.52,94577.23,162734.28,12487.18,159009.01,109.68,186.14,159304.83
2015-12-06,2015,conventional,Portland,0.73,0.73,743770.2,90996.95,270188.87,13360.01,363808.78,4531.76,883.83,369224.37
2015-12-27,2015,conventional,RaleighGreensboro,0.96,0.96,208425.96,47444.55,86212.38,21669.44,52596.72,502.87,0.0,53099.59
2015-12-20,2015,conventional,RaleighGreensboro,0.98,0.98,189584.22,43169.56,78630.35,20913.36,46617.48,253.47,0.0,46870.95
2015-12-13,2015,conventional,RaleighGreensboro,0.98,0.98,207627.79,51042.68,86614.43,24041.02,45573.83,355.83,0.0,45929.66
2015-12-06,2015,conventional,RaleighGreensboro,0.97,0.97,210379.48,54037.25,84518.32,26500.57,45120.91,202.43,0.0,45323.34
2015-12-27,2015,conventional,RichmondNorfolk,0.98,0.98,161577.6,46837.66,67974.89,5986.26,40770.1,3.44,5.25,40778.79
2015-12-20,2015,conventional,RichmondNorfolk,0.99,0.99,158870.28,45598.33,73851.02,5425.25,33982.55,5.25,7.88,33995.68
2015-12-13,2015,conventional,RichmondNorfolk,0.98,0.98,174380.77,57804.67,75113.57,7096.7,34365.83,0.0,0.0,34365.83
2015-12-06,2015,conventional,RichmondNorfolk,0.98,0.98,176731.22,65474.44,77494.48,7028.58,26727.63,6.09,0.0,26733.72
2015-12-27,2015,conventional,Roanoke,0.96,0.96,98584.92,33255.5,31680.16,152.86,32877.16,0.0,619.24,33496.4
2015-12-20,2015,conventional,Roanoke,1.0,1.0,88183.03,27512.58,31883.26,116.69,27888.28,8.89,773.33,28670.5
2015-12-13,2015,conventional,Roanoke,1.01,1.01,99886.07,38378.38,34347.46,127.18,27030.08,2.97,0.0,27033.05
2015-12-06,2015,conventional,Roanoke,1.01,1.01,99519.99,41191.54,35662.29,100.43,22565.73,0.0,0.0,22565.73
2015-12-27,2015,conventional,Sacramento,0.98,0.98,403741.62,98482.89,249362.94,13805.3,42084.71,5.78,0.0,42090.49
2015-12-20,2015,conventional,Sacramento,1.0,1.0,385518.03,99604.61,224843.47,15917.28,45138.23,8.66,5.78,45152.67
2015-12-13,2015,conventional,Sacramento,1.0,1.0,376689.94,94854.9,221627.68,16953.75,43250.73,2.88,0.0,43253.61
2015-12-06,2015,conventional,Sacramento,1.07,1.07,318280.23,82537.98,184349.52,12748.39,38638.58,0.0,5.76,38644.34
2015-12-27,2015,conventional,SanDiego,0.92,0.92,439968.4,141447.28,130341.75,20174.55,116383.07,31621.75,0.0,148004.82
2015-12-20,2015,conventional,SanDiego,0.94,0.94,420476.44,130565.46,119298.5,25052.93,111019.22,34540.33,0.0,145559.55
2015-12-13,2015,conventional,SanDiego,0.84,0.84,462548.3,155111.21,118664.89,16726.87,128053.44,43991.89,0.0,172045.33
2015-12-06,2015,conventional,SanDiego,0.67,0.67,565516.62,196490.3,209350.93,17406.01,114044.25,28225.13,0.0,142269.38
2015-12-27,2015,conventional,SanFrancisco,1.05,1.05,692206.4,181704.67,422617.8,28184.73,59094.49,582.9,21.81,59699.2
2015-12-20,2015,conventional,SanFrancisco,1.16,1.15,637091.48,173521.67,364622.31,33083.99,65038.1,766.09,59.32,65863.51
2015-12-13,2015,conventional,SanFrancisco,1.23,1.22,616016.46,127080.03,384958.63,34069.96,69022.62,781.91,103.31,69907.84
2015-12-06,2015,conventional,SanFrancisco,1.06,1.06,694982.49,102771.75,498975.34,37321.12,55171.77,638.89,103.62,55914.28
2015-12-27,2015,conventional,Seattle,1.09,1.09,450185.94,101442.85,178459.6,7000.66,162930.64,26.71,325.48,163282.83
2015-12-20,2015,conventional,Seattle,1.16,1.15,404862.32,88134.2,139794.19,6308.35,170458.45,11.87,155.26,170625.58
2015-12-13,2015,conventional,Seattle,1.05,1.05,454428.03,114813.13,156347.74,9650.5,173537.66,35.61,43.39,173616.66
2015-12-06,2015,conventional,Seattle,0.81,0.81,726504.61,117507.93,219412.63,9120.48,380298.38,0.0,165.19,380463.57
2015-12-27,2015,conventional,SouthCarolina,0.98,0.98,251443.08,137133.17,48908.4,8151.76,48181.83,9060.09,7.83,57249.75
2015-12-20,2015,conventional,SouthCarolina,1.04,1.04,211066.05,115402.34,39931.51,6244.22,44628.73,4851.44,7.81,49487.98
2015-12-13,2015,conventional,SouthCarolina,0.96,0.96,257166.53,148691.81,47393.23,7391.81,43815.6,9863.71,10.37,53689.68
2015-12-06,2015,conventional,SouthCarolina,1.03,1.03,233274.4,130410.85,47118.94,9427.71,40092.42,6203.8,20.68,46316.9
2015-12-27,2015,conventional,SouthCentral,0.81,0.81,4831664.77,2295315.43,1290847.05,392846.12,663310.0,105317.59,84028.58,852656.17
2015-12-20,2015,conventional,SouthCentral,0.81,0.81,4565207.85,2166801.03,1226508.86,412828.75,555356.92,95639.5,108072.79,759069.21
2015-12-13,2015,conventional,SouthCentral,0.78,0.78,4869309.42,2366879.8,1559601.21,271514.98,554563.94,115546.32,1203.17,671313.43
2015-12-06,2015,conventional,SouthCentral,0.76,0.76,4938526.47,2271088.12,1989750.87,38648.11,496732.56,141970.0,336.81,639039.37
2015-12-27,2015,conventional,Southeast,0.98,0.98,3024956.05,2045752.24,275823.43,13994.48,425319.18,264039.61,27.11,689385.9
2015-12-20,2015,conventional,Southeast,1.12,1.12,2206305.07,1449139.49,211595.53,10520.4,399343.68,135633.67,72.3,535049.65
2015-12-13,2015,conventional,Southeast,0.96,0.96,3042588.2,2127600.06,303892.09,12361.35,326312.25,272310.91,111.54,598734.7
2015-12-06,2015,conventional,Southeast,1.13,1.13,2205550.58,1520190.48,248205.38,15672.86,275520.16,145934.58,27.12,421481.86
2015-12-27,2015,conventional,Spokane,1.05,1.05,67099.38,20577.16,21592.44,2889.97,21900.09,0.0,139.72,22039.81
2015-12-20,2015,conventional,Spokane,1.12,1.12,61555.62,17819.26,16576.75,2660.37,24499.24,0.0,0.0,24499.24
2015-12-13,2015,conventional,Spokane,0.99,0.99,67431.18,22229.24,20738.68,2189.59,22269.39,4.28,0.0,22273.67
2015-12-06,2015,conventional,Spokane,0.85,0.85,100233.67,18780.0,39234.39,2758.78,38946.79,513.71,0.0,39460.5
2015-12-27,2015,conventional,StLouis,1.1,1.1,152121.37,50481.76,25206.85,23.89,58430.48,17978.39,0.0,76408.87
2015-12-20,2015,conventional,StLouis,1.13,1.13,135427.66,40333.06,23867.6,40.52,59160.36,12026.12,0.0,71186.48
2015-12-13,2015,conventional,StLouis,0.99,0.99,166083.52,64673.08,24481.09,71.71,55878.32,20979.32,0.0,76857.64
2015-12-06,2015,conventional,StLouis,1.09,1.09,147544.08,60481.9,25222.92,27.18,53742.31,8069.77,0.0,61812.08
2015-12-27,2015,conventional,Syracuse,1.37,1.36,42344.22,828.65,23560.51,14.41,17940.65,0.0,0.0,17940.65
2015-12-20,2015,conventional,Syracuse,1.37,1.36,39365.15,646.68,22231.33,12.89,16474.25,0.0,0.0,16474.25
2015-12-13,2015,conventional,Syracuse,1.33,1.32,50384.57,773.81,33149.83,5.7,16455.23,0.0,0.0,16455.23
2015-12-06,2015,conventional,Syracuse,1.18,1.17,50632.73,874.9,34439.57,11.91,15306.35,0.0,0.0,15306.35
2015-12-27,2015,conventional,Tampa,0.97,0.97,376187.98,246326.83,35652.12,56.54,55850.56,38301.93,0.0,94152.49
2015-12-20,2015,conventional,Tampa,1.16,1.15,238950.84,146376.83,23810.77,33.84,50715.84,18013.56,0.0,68729.4
2015-12-13,2015,conventional,Tampa,0.96,0.96,365643.92,242293.88,40944.16,52.15,42015.01,40338.72,0.0,82353.73
2015-12-06,2015,conventional,Tampa,1.18,1.17,227131.21,145404.19,29926.02,43.83,33251.65,18505.52,0.0,51757.17
